Geo_nios_1ch_0001		प्रस्तावित पाठ का उद्देश्य विषय के स्वरूप की व्याख्या करना है ।		praswAviwa pATa kA uxxeSya viRaya ke svarUpa kI vyAKyA karanA hE .		The purpose of the proposed text is to explain the nature of the subject.
Geo_nios_1ch_0019		इस पाठ का अध्ययन करने के पश्चात् आप भूगोल के क्रमबद्ध और प्रादेशिक उपागम की व्याख्या कर सकेंगे ।		isa pATa kA aXyayana karane ke paScAw Apa BUgola ke kramabaxXa Ora prAxeSika upAgama kI vyAKyA kara sakeMge .		After studying this lesson, you will be able to explain the systematic and regional approach of geography.
Geo_nios_1ch_0020		इस पाठ का अध्ययन करने के पश्चात् आप भूगोल में विभिन्न विश्लेषणात्मक तकनीकों को समझ सकेंगे ।		isa pATa kA aXyayana karane ke paScAw Apa BUgola meM viBinna viSleRaNAwmaka wakanIkoM ko samaJa sakeMge .		After studying this lesson, you will be able to understand various analytical techniques in geography.
Geo_nios_1ch_0021		इस पाठ का अध्ययन करने के पश्चात् आप भूगोल की विभिन्न शाखाओं और इसके विषय क्षेत्र को पहचान सकेंगे ।		isa pATa kA aXyayana karane ke paScAw Apa BUgola kI viBinna SAKAoM Ora isake viRaya kRewra ko pahacAna sakeMge .		After studying this lesson, you will be able to recognize various branches of geography and its subject area.
Geo_nios_1ch_0022a		आपने यह अवश्य ध्यान दिया होगा |		Apane yaha avaSya XyAna xiyA hogA |		You must have noticed this.
Geo_nios_1ch_0022b		पृथ्वी की सतह पर लगातार परिवर्तन हो रहा है ।		pqWvI kI sawaha para lagAwAra parivarwana ho rahA hE .		Constant changes are occurring on the surface of the Earth.
Geo_nios_1ch_0023a		सामान्यतः प्राकृतिक तत्वों जैसे पर्वतों, नदियों, झीलों आदि में धीरे-धीरे परिवर्तन होता है ।		sAmAnyawaH prAkqwika wawvoM jEse parvawoM, naxiyoM, JIloM Axi meM XIre-XIre parivarwana howA hE .		Generally, natural elements such as mountains, rivers, lakes etc. change gradually.
Geo_nios_1ch_0023b		जबकि सांस्कृतिक तत्वों जैसे भवनों, सडकों, फसलों आदि में तेजी से परिवर्तन होता है ।		jabaki sAMskqwika wawvoM jEse BavanoM, sadakoM, PasaloM Axi meM wejI se parivarwana howA hE .		Whereas cultural elements like buildings, roads, crops etc. change rapidly.
Geo_nios_1ch_0024a		एक स्थान से दूसरे स्थान पर यात्रा करते समय आप यह महसूस करते होंगे |		eka sWAna se xUsare sWAna para yAwrA karawe samaya Apa yaha mahasUsa karawe hoMge |		You must feel this while traveling from one place to another.
Geo_nios_1ch_0024b		वृक्षों की संख्या व प्रकार एक क्षेत्र से दूसरे क्षेत्र में परिवर्तित हो रहे हैं ।		vqkRoM kI saMKyA va prakAra eka kRewra se xUsare kRewra meM parivarwiwa ho rahe hEM .		The number and types of trees are being transformed from one area to another.
Geo_nios_1ch_0025a		यह सब पर्यावरण, जिसमें कि हम रहते हैं लगातार अन्तःक्रियाओं के फलस्वरूप हो रहा है		yaha saba paryAvaraNa, jisameM ki hama rahawe hEM lagAwAra anwaHkriyAoM ke PalasvarUpa ho rahA hE		All this environment, in which we live continuously as a result of interactions
Geo_nios_1ch_0025b		यह सब पर्यावरण जिसका हम प्रयोग करते हैं की लगातार अन्तःक्रियाओं के फलस्वरूप हो रहा है ।		yaha saba paryAvaraNa jisakA hama prayoga karawe hEM kI lagAwAra anwaHkriyAoM ke PalasvarUpa ho rahA hE .		All this environment that we use is happening continuously as a result of interactions.
Geo_nios_1ch_0025c		जिसका हम प्रयोग करते हैं।		jisakA hama prayoga karawe hEM.		Which we use.
Geo_nios_1ch_0026		भूगोल इस प्रकार के प्रतिरूपों का अध्ययन करता है ।		BUgola isa prakAra ke prawirUpoM kA aXyayana karawA hE .		Geography studies this type of models.
Geo_nios_1ch_0027a		भूगोल का एक अन्य पक्ष क्षेत्रीय विभिन्नता के कारणों को समझने में है ।		BUgola kA eka anya pakRa kRewrIya viBinnawA ke kAraNoM ko samaJane meM hE .		Another side of geography is in understanding the causes of regional variation.
Geo_nios_1ch_0027b		किस प्रकार सामाजिक, सांस्कृतिक, आर्थिक और जनांकिकी कारक भौतिक स्थल रूप को परिवर्तित कर रहे है?		kisa prakAra sAmAjika, sAMskqwika, ArWika Ora janAMkikI kAraka BOwika sWala rUpa ko parivarwiwa kara rahe hE?		How are social, cultural, economic and democratic factors changing the physical site form?
Geo_nios_1ch_0027c		और मानवीय हस्तक्षेप के फलस्वरूप नवीन स्थल रूपों का निर्माण हो रहा है ।		Ora mAnavIya haswakRepa ke PalasvarUpa navIna sWala rUpoM kA nirmANa ho rahA hE .		And as a result of human intervention, new sites are being created.
Geo_nios_1ch_0028		उदाहरण के लिए मानव, वन या बंजर भूमि का प्रयोग मानवीय अधिवास के रूप में कर रहा है ।		uxAharaNa ke lie mAnava, vana yA baMjara BUmi kA prayoga mAnavIya aXivAsa ke rUpa meM kara rahA hE .		For example, human, forest or barren land is being used as human habitat.
Geo_nios_1ch_0029		भूगोल को प्रायः मानचित्र निर्माण और अध्ययन की कला के रूप में जाना जाता है ।		BUgola ko prAyaH mAnaciwra nirmANa Ora aXyayana kI kalA ke rUpa meM jAnA jAwA hE .		Geography is often known as the art of map construction and study.
Geo_nios_1ch_0030		मानचित्र हमें रेखाचित्रों की अपेक्षा पृथ्वी के धरातल का अधिक सही व स्पष्ट चित्रण प्रस्तुत करते है ।		mAnaciwra hameM reKAciwroM kI apekRA pqWvI ke XarAwala kA aXika sahI va spaRta ciwraNa praswuwa karawe hE .		Maps present us more correct and clear depiction of the earth's surface than the drawings.
Geo_nios_1ch_0031		पूर्व की भांति आज भी किसी क्षेत्र का भौगोलिक विवरण रिपोर्ट, यात्रा डायरियों और गजेटियरों में उपलब्ध है ।		pUrva kI BAMwi Aja BI kisI kRewra kA BOgolika vivaraNa riporta, yAwrA dAyariyoM Ora gajetiyaroM meM upalabXa hE .		Like before, the geographical details of an area are available in reports, travel diaries and gazetteers.
Geo_nios_1ch_0032		वर्तमान में मानचित्र की रचना भौगोलिक सूचना तंत्र जी.आई.एस. के उपकरणों द्वारा उपग्रह छायाचित्रों के प्रयोग से किया जा सकता है।		varwamAna meM mAnaciwra kI racanA BOgolika sUcanA waMwra jI.AI.esa. ke upakaraNoM xvArA upagraha CAyAciwroM ke prayoga se kiyA jA sakawA hE.		Currently the composition of the map is the geographical information system G.I.S.Satellite can be done using photographs by devices.
Geo_nios_1ch_0033		कम्प्यूटर सरलता से उपग्रह छायाचित्रों की सूचनाओं को मानचित्र में परिवर्तित कर देते हैं जो विकास में हुए परिवर्तनों को दर्शाते हैं ।		kampyUtara saralawA se upagraha CAyAciwroM kI sUcanAoM ko mAnaciwra meM parivarwiwa kara xewe hEM jo vikAsa meM hue parivarwanoM ko xarSAwe hEM .		Computer easily converts satellite photographs information into a map which reflects changes in development.
Geo_nios_1ch_0034		इस प्रकार की सूचना से समाज को लाभ होता है ।		isa prakAra kI sUcanA se samAja ko lABa howA hE .		This type of information benefits the society.
Geo_nios_1ch_0035		वर्तमान में इस प्रकार के मानचित्रकारों की बडी माँग है ।		varwamAna meM isa prakAra ke mAnaciwrakAroM kI badI mAzga hE .		Currently there is a big demand for such mapists.
Geo_nios_1ch_0036		आजकल, पृथ्वी को बेहतर ढंग से समझने के लिए भूगोलवेत्ता, अभियंता, पर्यावरण वैज्ञानिक, नगर योजनाकार, सामाजिक वैज्ञानिक तथा अन्य लोग भी भौगोलिक सूचना तंत्रों का प्रयोग सीख रहे हैं ।		Ajakala, pqWvI ko behawara DaMga se samaJane ke lie BUgolavewwA, aBiyaMwA, paryAvaraNa vEjFAnika, nagara yojanAkAra, sAmAjika vEjFAnika waWA anya loga BI BOgolika sUcanA waMwroM kA prayoga sIKa rahe hEM .		Nowadays, geography, engineers, environmental scientists, city planners, social scientists and others are also learning the use of geographical information mechanisms to understand the Earth better.
Geo_nios_1ch_0037a		भूगोल न केवल इस बात की खोज करता है।		BUgola na kevala isa bAwa kI Koja karawA hE.		Geography not only discovers this.
Geo_nios_1ch_0037b		कि पृथ्वी पर कहाँ क्या है।		ki pqWvI para kahAz kyA hE.		Where is what is on earth.
Geo_nios_1ch_0037c		बल्कि यह यह भी खोज करता है।		balki yaha yaha BI Koja karawA hE.		Rather it also discovers.
Geo_nios_1ch_0037d		कि यहां क्यों है?		ki yahAM kyoM hE?		Why is that here?
Geo_nios_1ch_0038		भूगोलवेत्ता क्रियाकलापों की अवस्थिति का अध्ययन करते हैं ।		BUgolavewwA kriyAkalApoM kI avasWiwi kA aXyayana karawe hEM .		Geographers study the location of activities.
Geo_nios_1ch_0039		मानचित्रों के सावधानीपूर्वक प्रयोग से प्रतिरूपों की पहचान और साथ ही इन प्रतिरूपों के बनने के कारणों का पता लगाते हैं।		mAnaciwroM ke sAvaXAnIpUrvaka prayoga se prawirUpoM kI pahacAna Ora sAWa hI ina prawirUpoM ke banane ke kAraNoM kA pawA lagAwe hEM.		Carefully use the maps detect the reasons for identification of models as well as the formation of these models.
Geo_nios_1ch_0040		इसके बाद क्षेत्रों का वर्णन स्थलरूपों के वितरण, जनसंख्या, मकानों के प्रकार और कृषि के आधार पर किया जाता है ।		isake bAxa kRewroM kA varNana sWalarUpoM ke viwaraNa, janasaMKyA, makAnoM ke prakAra Ora kqRi ke AXAra para kiyA jAwA hE .		After this, the areas are described on the basis of distribution, population, types of houses and agriculture.
Geo_nios_1ch_0041a		वे स्थानों के बीच के संबंधों और आवागमन की जानकारी प्राप्त करते है ।		ve sWAnoM ke bIca ke saMbaMXoM Ora AvAgamana kI jAnakArI prApwa karawe hE .		They get information about the relationship and movement between the places.
Geo_nios_1ch_0041b		तथा उस क्षेत्र में होने वाली स्थानिक प्रक्रियाओं के विषय में निष्कर्ष निकालते है ।		waWA usa kRewra meM hone vAlI sWAnika prakriyAoM ke viRaya meM niRkarRa nikAlawe hE .		And concludes about the spatial processes occurring in that area.
Geo_nios_1ch_0042		वर्तमान में सम्पूर्ण विश्व खाद्य सुरक्षा, स्वास्थ्य, ऊर्जा के प्रभावकारी उपयोग और पर्यावरण संरक्षण जैसी समस्याओं से जूझ रहा है।		varwamAna meM sampUrNa viSva KAxya surakRA, svAsWya, UrjA ke praBAvakArI upayoga Ora paryAvaraNa saMrakRaNa jEsI samasyAoM se jUJa rahA hE.		Currently the whole world is struggling with problems like food security, health, effective use of energy and environmental protection.
Geo_nios_1ch_0043		समानता के मुद्दे और टिकाऊ विकास भी समान महत्व रखते है ।		samAnawA ke muxxe Ora tikAU vikAsa BI samAna mahawva raKawe hE .		Issues of equality and sustainable development also have equal importance.
Geo_nios_1ch_0044		इन सभी की प्राप्ति संसाधनों के सतत रूप में प्रयोग द्वारा ही की जा सकती है ।		ina saBI kI prApwi saMsAXanoM ke sawawa rUpa meM prayoga xvArA hI kI jA sakawI hE .		All these can be achieved only by using resources in constant use.
Geo_nios_1ch_0045a		पर्यावरणीय प्रक्रियाओं के बारे में अधिक जानकारी के लिए भूगोल का अध्ययन आवश्यक है।		paryAvaraNIya prakriyAoM ke bAre meM aXika jAnakArI ke lie BUgola kA aXyayana AvaSyaka hE.		For more information about environmental processes, the study of geography is necessary.
Geo_nios_1ch_0045b		तथा यह समझने के लिए भूगोल का अध्ययन आवश्यक है।		waWA yaha samaJane ke lie BUgola kA aXyayana AvaSyaka hE.		And to understand this, the study of geography is necessary.
Geo_nios_1ch_0045c		कि समस्याओं के समाधान में भूमि उपयोग योजना किस प्रकार सहायक हो सकती है		ki samasyAoM ke samAXAna meM BUmi upayoga yojanA kisa prakAra sahAyaka ho sakawI hE		How the land use scheme can be helpful in solving problems
Geo_nios_1ch_0046		भूगोल स्थान का विज्ञान है ।		BUgola sWAna kA vijFAna hE .		Geography is the science of place.
Geo_nios_1ch_0047		मानचित्र भूगोलवेत्ताओं के लिए आवश्यक उपकरण है ।		mAnaciwra BUgolavewwAoM ke lie AvaSyaka upakaraNa hE .		The map is the necessary tool for geographers.
Geo_nios_1ch_0048		मानचित्रों को बनाने के लिए अंकीय भौगोलिक सूचना तंत्र नये उपकरण है ।		mAnaciwroM ko banAne ke lie aMkIya BOgolika sUcanA waMwra naye upakaraNa hE .		The digital geographical information system is new tool for making maps.
Geo_nios_1ch_0049		भूगोल के अध्ययन और मानचित्रों के उपयोग से स्थानिक योजना बनाई जा सकती है ।		BUgola ke aXyayana Ora mAnaciwroM ke upayoga se sWAnika yojanA banAI jA sakawI hE .		Spatial plans can be prepared using geography and using maps.
Geo_nios_1ch_0050		इतिहास के विभिन्न कालों में भूगोल के विभिन्न रूपों में परिभाषित किया गया है ।		iwihAsa ke viBinna kAloM meM BUgola ke viBinna rUpoM meM pariBARiwa kiyA gayA hE .		Various periods of history have been defined in various forms of geography.
Geo_nios_1ch_0051		प्राचीन यूनानी विद्वानों ने भौगोलिक धारणाओं को दो पक्षों में रखा था ।		prAcIna yUnAnI vixvAnoM ne BOgolika XAraNAoM ko xo pakRoM meM raKA WA .		The ancient Greek scholars placed geographical perceptions on two sides.
Geo_nios_1ch_0052a		प्रथम गणितीय पक्ष पृथ्वी की सतह पर स्थानों की अवस्थिति को केन्द्रित करता था ।		praWama gaNiwIya pakRa pqWvI kI sawaha para sWAnoM kI avasWiwi ko kenxriwa karawA WA .		The first mathematical side focused the location of places on the surface of the Earth.
Geo_nios_1ch_0052b		तथा दूसरा पक्ष छात्राओं और क्षेत्रीय राज्यों द्वारा भौगोलिक सूचनाओं को एकत्र करता था ।		waWA xUsarA pakRa CAwrAoM Ora kRewrIya rAjyoM xvArA BOgolika sUcanAoM ko ekawra karawA WA .		And the other side used to collect geographical information by girl students and regional states.
Geo_nios_1ch_0053		इनके अनुसार, भूगोल का मुख्य उद्देश्य विश्व के विभिन्न भागों की भौतिक आकृतियों और दशाओं का वर्णन करना है ।		inake anusAra, BUgola kA muKya uxxeSya viSva ke viBinna BAgoM kI BOwika AkqwiyoM Ora xaSAoM kA varNana karanA hE .		According to them, the main objective of geography is to describe the physical shapes and conditions of different parts of the world.
Geo_nios_1ch_0054		भूगोल में प्रादेशिक उपागम का उद्भव भी भूगोल की वर्णनात्मक प्रकृति पर बल देता है ।		BUgola meM prAxeSika upAgama kA uxBava BI BUgola kI varNanAwmaka prakqwi para bala xewA hE .		The emergence of regional approach in geography also emphasizes the descriptive nature of geography.
Geo_nios_1ch_0055a		हम्बोल्ट के अनुसार, भूगोल प्रकृति से संबंधित विज्ञान है ।		hambolta ke anusAra, BUgola prakqwi se saMbaMXiwa vijFAna hE .		According to Humboldt, geography is science related to nature.
Geo_nios_1ch_0055b		और यह पृथ्वी पर पाये जाने वाले संसाधनों का अध्ययन करता है ।		Ora yaha pqWvI para pAye jAne vAle saMsAXanoM kA aXyayana karawA hE .		And it studies the resources found on Earth.
Geo_nios_1ch_0055c		और यह पृथ्वी पर पाये जाने वाले संसाधनों का वर्णन करता है ।		Ora yaha pqWvI para pAye jAne vAle saMsAXanoM kA varNana karawA hE .		And it describes the resources found on Earth.
Geo_nios_1ch_0056c		अन्य महत्वपूर्ण विचारकों ने भूगोल को मानव-पर्यावरण अन्तर्सम्बन्धों के रूप में परिभाषित किया है ।		anya mahawvapUrNa vicArakoM ne BUgola ko mAnava-paryAvaraNa anwarsambanXoM ke rUpa meM pariBARiwa kiyA hE .		Other important thinkers have defined geography as human-environmental interlerances.
Geo_nios_1ch_0057F		भूगोल पृथ्वी तल के अध्ययन के रूप में।		BUgola pqWvI wala ke aXyayana ke rUpa meM.		Geography as a study of the earth floor.
Geo_nios_1ch_0058F		भूगोल मानव-पर्यावरण-अन्तर्सम्बन्धों के अध्ययन के रूप में ।		BUgola mAnava-paryAvaraNa-anwarsambanXoM ke aXyayana ke rUpa meM .		Geography as a study of human-environment-hopes.
Geo_nios_1ch_0059		आरंभिक प्रमाणों के अनुसार इस समय के विद्वान मानचित्र निर्माण और खगोलीय मापों द्वारा पृथ्वी के भौतिक तत्वों को समझते थे ।		AraMBika pramANoM ke anusAra isa samaya ke vixvAna mAnaciwra nirmANa Ora KagolIya mApoM xvArA pqWvI ke BOwika wawvoM ko samaJawe We .		According to the initial evidence, scholars of this time understood the physical elements of the Earth through map construction and astronomical measurements.
Geo_nios_1ch_0060		भूगोल में आरंभिक विद्वान देने का श्रेय यूनान को ही जाता है, जिसमें प्रमुख थे होकर, हेरोडोटस, थेल्स, अरस्तु और इरेटोस्थनीज ।		BUgola meM AraMBika vixvAna xene kA Sreya yUnAna ko hI jAwA hE, jisameM pramuKa We hokara, herodotasa, Welsa, araswu Ora iretosWanIja .		The credit for giving an initial scholar in geography goes to Greece, with prominent, Herodotus, Thels, Aristotle and Eratosthenes.
Geo_nios_1ch_0061a		यह काल 15 वीं सदी के मध्य से शुरू होकर 18 वीं सदी के पूर्व तक चला ।		yaha kAla 15 vIM saxI ke maXya se SurU hokara 18 vIM saxI ke pUrva waka calA .		This period started from the middle of the 15th century to the 18th century east.
Geo_nios_1ch_0061b		यह काल आरंभिक भूगोलवेत्ताओं की खोजों और अन्वेषणों द्वारा विश्व की भौतिक व सांस्कृतिक प्रकृति के बारे में बृहद ज्ञान प्रदान करता है ।		yaha kAla AraMBika BUgolavewwAoM kI KojoM Ora anveRaNoM xvArA viSva kI BOwika va sAMskqwika prakqwi ke bAre meM bqhaxa jFAna praxAna karawA hE .		This period provides great knowledge about the physical and cultural nature of the world through the discoveries and explorations of early geographers.
Geo_nios_1ch_0062		17 वीं सदी का प्रारंभिक काल नवीन वैज्ञानिक भूगोल की शुरुआत का गवाह बना ।		17 vIM saxI kA prAraMBika kAla navIna vEjFAnika BUgola kI SuruAwa kA gavAha banA .		The initial period of the 17th century witnessed the beginning of new scientific geography.
Geo_nios_1ch_0063		क्रिस्टोफर कोलम्बस, वास्कोडिगामा, मैगलन और थॉमस कुक इस काल के प्रमुख अन्वेषणकर्ता थे ।		kristoPara kolambasa, vAskodigAmA, mEgalana Ora Waॉmasa kuka isa kAla ke pramuKa anveRaNakarwA We .		Christopher Columbus, VascoDigama, Magellan and Thomas Cook were the leaders of this period.
Geo_nios_1ch_0064		वारेनियस, कान्ट, हम्बोल्ट और रिटर इस काल के प्रमुख भूगोलवेत्ता थे ।		vAreniyasa, kAnta, hambolta Ora ritara isa kAla ke pramuKa BUgolavewwA We .		Varenius, Kat, Humbolt and Ritter were the main geography of this period.
Geo_nios_1ch_0065a		इन विद्वानों ने मानचित्रकला के विकास में योगदान दिया ।		ina vixvAnoM ne mAnaciwrakalA ke vikAsa meM yogaxAna xiyA .		These scholars contributed to the development of mapakala.
Geo_nios_1ch_0065b		और नवीन स्थलों की खोज की		Ora navIna sWaloM kI Koja kI		And discovered new sites
Geo_nios_1ch_0065c		इसके फलस्वरूप भूगोल एक वैज्ञानिक विषय के रूप में विकसित हुआ ।		isake PalasvarUpa BUgola eka vEjFAnika viRaya ke rUpa meM vikasiwa huA .		As a result, geography developed as a scientific subject.
Geo_nios_1ch_0066		रिटर और हम्बोल्ट का उल्लेख बहुधा आधुनिक भूगोल के संस्थापक के रूप में किया जाता है ।		ritara Ora hambolta kA ulleKa bahuXA AXunika BUgola ke saMsWApaka ke rUpa meM kiyA jAwA hE .		Ritter and Humboldt are often mentioned as the founder of modern geography.
Geo_nios_1ch_0067		सामान्यतः 19 वीं सदी के उत्तरार्ध का काल आधुनिक भूगोल का काल माना जाता है ।		sAmAnyawaH 19 vIM saxI ke uwwarArXa kA kAla AXunika BUgola kA kAla mAnA jAwA hE .		Generally, the period of the late 19th century is considered to be the period of modern geography.
Geo_nios_1ch_0068		वस्तुत: रेटजेल प्रथम आधुनिक भूगोलवेत्ता थे, जिसने चिरसम्मत भूगोलवेत्ताओं द्वारा स्थापित नींव पर आधुनिक भूगोल की संरचना का निर्माण किया ।		vaswuwa: retajela praWama AXunika BUgolavewwA We, jisane cirasammawa BUgolavewwAoM xvArA sWApiwa nIMva para AXunika BUgola kI saMracanA kA nirmANa kiyA .		In fact, Ratezel was the first modern geography, which created the structure of modern geography on the foundation founded by the eternal geographers.
Geo_nios_1ch_0069		द्वितीय विश्व युद्ध के बाद भूगोल का विकास बडी तीव्र गति से हुआ ।		xviwIya viSva yuxXa ke bAxa BUgola kA vikAsa badI wIvra gawi se huA .		After World War II, geography developed at a very rapid pace.
Geo_nios_1ch_0070		हार्टशॉर्न जैसे अमेरिकी और यूरोपीय भूगोलवेत्ताओं ने इस दौरान अधिकतम योगदान दिया ।		hArtaSaॉrna jEse amerikI Ora yUropIya BUgolavewwAoM ne isa xOrAna aXikawama yogaxAna xiyA .		American and European geographers like Hartshorn made maximum contribution during this period.
Geo_nios_1ch_0071		हार्टशॉर्न ने भूगोल को एक ऐसे विज्ञान के रूप में परिभाषित किया जो क्षेत्रीय विभिन्नताओं का अध्ययन करता है ।		hArtaSaॉrna ne BUgola ko eka Ese vijFAna ke rUpa meM pariBARiwa kiyA jo kRewrIya viBinnawAoM kA aXyayana karawA hE .		Hartshorn defined geography as a science that studies regional variations.
